OT hour,Downtime,Absent percentage,Precipitation (%),UV Index,Season
-2,88,8.5,62,0,Winter
32,94,5.5,61,0,Winter
3,66,5.5,67,0,Winter
-3,61,0.5,52,0,Winter
-3,89,0.5,69,0,Winter
20,87,20,52,1,Autumn
-6,88,5.5,63,1,Winter
28,80,10,52,0,Spring
22,89,8.5,98,1,Summer
-15,55,4.5,14,2,Spring
26,85,5.5,97,7,Summer
80,107,19,70,1,Autumn
20,104,5,77,8,Spring
-5,71,14.5,94,1,Winter
29,76,10,91,1,Winter
2,37,10,17,2,Spring
34,69,14.5,27,1,Winter
32,74,11.5,45,4,Summer
30,73,2.5,23,1,Spring
-6,94,20.5,87,3,Winter
7,96,16.5,80,0,Spring
16,72,5.5,98,1,Winter
30,66,2,2,6,Winter
22,60,9.5,65,1,Summer
12,83,15,69,0,Winter
31,95,11,90,1,Autumn
14,75,8,68,2,Winter
32,35,8.5,13,8,Spring
37,93,22.5,101,9,Summer
30,107,18.5,82,11,Summer
18,86,16,97,3,Winter
34,61,2,45,3,Winter
21,73,2,18,1,Spring
47,23,1.5,89,9,Summer
24,75,17.5,84,3,Summer
38,59,2.5,15,11,Winter
21,69,15.5,83,2,Winter
-10,62,1,97,0,Winter
1,79,9,66,1,Winter
20,50,13,41,4,Autumn
28,64,16.5,61,3,Winter
21,86,9.5,54,0,Spring
21,78,9,67,1,Winter
15,76,13.5,15,3,Winter
29,86,5.5,94,4,Summer
29,73,5.5,42,1,Summer
-5,88,2.5,52,1,Winter
-12,49,13,92,13,Winter
-17,79,11,17,10,Autumn
4,88,8,53,0,Winter
4,96,18,81,0,Winter
34,70,15,77,4,Winter
0,65,0.5,79,1,Winter
43,54,6.5,8,9,Winter
-10,93,18,63,0,Winter
19,53,8,16,4,Winter
13,75,2.5,16,2,Winter
26,49,8.5,79,13,Winter
25,73,1,74,5,Spring
75,94,19,90,14,Spring
16,76,11,67,0,Summer
24,78,2,32,4,Spring
18,79,9,30,1,Autumn
20,67,5,66,0,Spring
44,22,1.5,0,8,Summer
10,41,6,27,14,Summer
12,61,6,69,0,Autumn
-20,38,8,61,14,Spring
22,80,13.5,107,5,Winter
2,91,12,89,0,Winter
10,78,8,42,1,Summer
0,80,14,90,4,Winter
20,62,13,86,0,Autumn
21,52,0,42,3,Spring
17,79,8,65,1,Winter
34,63,13,57,1,Winter
11,82,6.5,55,0,Spring
39,38,8.5,13,5,Autumn
10,77,3.5,18,3,Spring
-9,61,3.5,51,0,Winter
27,91,19,77,1,Spring
37,49,9,3,6,Autumn
50,107,18,86,9,Winter
56,88,14.5,101,2,Summer
19,76,5,13,3,Autumn
13,86,20,70,4,Summer
13,61,5,10,3,Summer
34,64,18.5,67,3,Winter
18,77,13.5,31,2,Summer
23,65,10.5,51,0,Autumn
20,65,11,20,4,Winter
34,72,5.5,78,1,Autumn
12,66,14.5,17,1,Summer
-1,44,10.5,91,1,Summer
23,89,26,103,5,Winter
26,81,16,91,1,Winter
41,71,18.5,72,14,Summer
-2,78,2.5,79,1,Winter
15,64,16,58,3,Winter
11,74,20,84,2,Autumn
16,68,14,49,2,Autumn
27,95,14,77,7,Spring
19,77,7.5,72,10,Spring
16,66,9,71,1,Summer
28,73,10,76,3,Summer
5,74,27,71,0,Winter
29,77,17,69,1,Summer
43,29,2,61,1,Autumn
34,63,8,11,2,Summer
33,75,17.5,94,3,Autumn
8,50,3,23,8,Autumn
17,66,1.5,28,9,Autumn
28,60,8,26,4,Autumn
14,56,8.5,27,2,Autumn
17,75,4.5,11,2,Summer
34,75,18.5,64,3,Autumn
34,68,8.5,7,7,Winter
-4,90,30,100,3,Winter
-4,71,0.5,84,0,Winter
-5,63,9.5,70,1,Winter
27,77,4,72,4,Spring
5,84,5.5,99,0,Winter
-7,93,15.5,54,0,Winter
28,57,13,45,3,Summer
73,108,16.5,102,4,Winter
12,82,18,63,3,Autumn
36,57,0.5,3,9,Autumn
20,74,39.5,84,7,Summer
32,77,7.5,53,0,Winter
34,60,4,9,11,Winter
19,59,9.5,84,4,Spring
1,86,18,68,0,Winter
44,31,4.5,57,6,Autumn
35,62,10,19,11,Autumn
25,94,16.5,78,0,Spring
22,72,3.5,22,4,Autumn
43,34,6,32,5,Autumn
30,25,4.5,8,8,Summer
13,94,9,67,0,Winter
-7,94,10.5,55,0,Winter
49,58,10.5,39,1,Spring
12,33,12,44,6,Winter
15,50,15,22,2,Winter
31,36,2.5,11,7,Winter
13,69,12.5,68,1,Summer
31,70,14,13,4,Summer
25,26,4.5,5,8,Winter
30,59,3,35,3,Winter
17,65,2.5,23,4,Spring
18,58,6.5,43,1,Winter
33,53,7.5,36,2,Spring
25,71,5.5,42,2,Summer
23,57,9,4,9,Summer
22,65,12.5,91,0,Autumn
24,95,9,105,4,Spring
23,77,27,91,4,Summer
15,78,6,27,1,Summer
39,36,9,4,11,Summer
18,64,6.5,75,2,Winter
32,65,12.5,33,4,Spring
47,86,21,74,5,Winter
39,28,9,7,8,Winter
22,74,14.5,64,0,Summer
-7,91,10,77,1,Winter
-2,97,6,60,0,Winter
28,34,9.5,17,8,Summer
20,99,7,74,3,Winter
46,44,5,19,5,Spring
-9,89,17,87,0,Winter
-1,104,27,75,1,Winter
30,49,1.5,3,5,Summer
23,58,7,7,9,Summer
28,88,9,66,2,Summer
1,82,15,99,0,Winter
25,70,6,16,2,Autumn
17,70,14.5,39,1,Autumn
40,76,29.5,82,9,Winter
18,99,6,69,1,Autumn
-2,49,3.5,76,0,Summer
10,64,12,54,2,Summer
34,61,14,28,1,Summer
40,69,5,6,10,Winter
26,53,12,11,4,Winter
21,94,36.5,108,2,Summer
15,50,10,47,1,Spring
-11,91,9,74,4,Winter
14,83,6,68,1,Winter
26,69,5.5,46,2,Summer
15,70,13,40,3,Winter
19,77,14.5,91,0,Spring
1,95,15.5,74,1,Winter
-9,89,18.5,51,0,Winter
18,79,5,36,4,Summer
21,68,13,45,3,Autumn
-5,93,18,60,0,Winter
20,77,24.5,73,12,Spring
17,72,17.5,98,1,Winter
17,72,6,48,3,Spring
29,93,9,88,3,Summer
19,75,8.5,36,4,Winter
22,97,18,99,0,Autumn
31,50,8.5,25,2,Spring
12,71,11,34,4,Spring
30,70,16.5,75,1,Summer
38,34,6,2,6,Autumn
13,21,10,84,0,Autumn
62,100,20.5,99,0,Summer
29,46,5,12,5,Winter
2,73,10.5,53,0,Winter
-10,68,5.5,63,1,Winter
9,98,12,89,13,Spring
53,108,20,96,2,Autumn
31,67,10,61,3,Summer
34,72,6,58,1,Winter
-2,96,0.5,89,1,Winter
31,88,6,78,3,Summer
7,66,8,35,12,Winter
33,32,1,9,9,Autumn
29,20,6,13,8,Spring
33,35,4,17,10,Summer
18,69,12,38,3,Spring
-7,70,4,57,0,Winter
-8,92,1,62,0,Winter
3,81,8,88,1,Winter
-6,70,9,71,1,Winter
22,26,7,19,11,Winter
-2,93,3.5,64,1,Winter
48,75,24.5,90,8,Autumn
41,69,2,0,6,Summer
28,84,11,52,1,Spring
18,55,11,34,1,Summer
24,79,9.5,79,3,Spring
-9,97,10,61,1,Winter
-8,86,12.5,68,1,Winter
19,29,11,91,6,Winter
22,64,2.5,33,1,Autumn
15,96,10.5,84,1,Spring
27,79,8,72,2,Autumn
-4,84,11,59,1,Winter
30,67,6,73,11,Spring
47,78,11.5,48,0,Spring
-9,70,18,63,0,Winter
23,90,17,94,0,Winter
19,73,19,90,0,Summer
16,41,10.5,81,1,Spring
-8,99,16,70,0,Winter
21,92,24.5,81,7,Autumn
-9,75,5,98,0,Winter
12,66,5.5,27,2,Winter
45,81,6.5,84,6,Winter
-10,31,10.5,84,6,Spring
70,94,36,94,6,Winter
2,70,16.5,57,0,Winter
51,98,9,98,1,Autumn
30,52,4,49,2,Autumn
34,65,10.5,45,2,Autumn
0,88,3,52,1,Winter
29,55,7,18,7,Winter
-19,41,5.5,16,11,Autumn
16,87,15,96,3,Spring
28,63,3,5,11,Spring
-8,82,9,79,1,Winter
29,46,2,19,11,Autumn
12,68,10.5,78,0,Winter
23,31,3.5,18,8,Autumn
28,56,4,18,7,Spring
20,73,11,43,1,Summer
34,63,20,72,1,Summer
20,62,2.5,12,8,Spring
-11,34,2.5,84,13,Spring
36,50,9,10,5,Winter
12,54,7,16,2,Summer
30,22,6,10,10,Autumn
16,68,17,96,0,Spring
34,93,34,91,13,Winter
2,96,14,90,1,Winter
44,23,4.5,5,9,Winter
24,60,6.5,63,0,Autumn
27,70,8.5,42,4,Summer
0,91,2,77,1,Winter
10,92,11.5,87,1,Winter
-4,84,9,68,0,Winter
20,33,2,19,5,Spring
38,53,3,15,8,Summer
26,66,0.5,17,10,Spring
-19,41,8,11,7,Autumn
21,73,6,86,3,Winter
1,22,4,92,4,Autumn
28,82,32.5,103,6,Autumn
-7,82,11.5,95,1,Winter
22,84,16.5,62,1,Spring
29,55,0.5,13,1,Winter
4,98,18.5,74,1,Winter
-5,71,14,57,0,Winter
31,79,5,41,4,Winter
0,97,16,99,1,Winter
44,67,1.5,17,6,Spring
31,51,9.5,44,3,Summer
-10,93,8.5,58,0,Winter
4,77,19.5,99,0,Winter
-7,86,22,88,6,Winter
24,78,18.5,54,0,Spring
27,67,8,23,2,Autumn
15,89,15.5,92,0,Winter
-12,47,9.5,76,4,Summer
25,32,1.5,1,9,Autumn
35,69,7.5,1,5,Autumn
-8,85,11.5,80,0,Winter
27,99,17.5,91,2,Spring
5,97,8.5,70,10,Winter
0,84,5.5,62,1,Winter
0,77,12.5,98,1,Winter
4,98,5.5,85,0,Winter
12,31,5,25,6,Spring
33,44,5,4,5,Winter
49,76,2,90,11,Autumn
5,56,2,54,6,Autumn
6,89,32,103,0,Winter
36,68,0.5,16,5,Winter
59,75,13,79,3,Summer
-7,97,11.5,80,0,Winter
14,67,14.5,82,0,Winter
34,88,9,96,10,Summer
27,99,9.5,85,10,Autumn
20,94,8,54,3,Summer
28,70,13,22,3,Autumn
14,68,13,63,3,Autumn
31,92,17,61,1,Winter
13,44,13.5,78,3,Winter
3,66,16.5,84,1,Winter
26,63,5.5,17,4,Summer
-12,71,17,107,8,Winter
23,79,0.5,11,1,Spring
-8,71,10,91,0,Winter
2,86,21.5,99,9,Winter
-8,73,7,87,1,Winter
-4,77,18.5,75,0,Winter
28,93,10,76,9,Summer
33,97,9,62,1,Winter
37,28,3,5,8,Spring
28,86,14.5,65,1,Spring
-10,74,10.5,59,0,Winter
-9,88,12.5,79,0,Winter
21,60,6.5,95,0,Spring
37,34,4.5,7,11,Winter
-9,78,16.5,54,1,Winter
27,105,12,103,3,Winter
29,50,8,27,1,Winter
-6,81,21.5,90,12,Winter
27,60,6,24,3,Winter
1,82,13,99,10,Winter
24,98,12.5,52,0,Spring
24,31,0.5,11,9,Winter
32,75,8,77,7,Spring
34,99,17.5,70,3,Autumn
34,51,8.5,10,7,Winter
12,60,11,63,1,Spring
44,63,3,2,11,Spring
14,76,9.5,75,1,Summer
38,73,8,81,14,Winter
13,61,7,18,2,Winter
28,70,11,92,1,Spring
23,95,41,99,3,Summer
24,31,6,16,5,Summer
48,79,3,74,12,Summer
47,87,43,78,9,Autumn
26,67,10.5,35,2,Summer
14,57,0.5,27,3,Winter
-3,63,14,62,1,Winter
31,88,40,102,4,Autumn
24,65,0.5,46,3,Autumn
31,75,9.5,75,0,Spring
16,77,13,88,2,Winter
42,43,4,15,6,Winter
-10,71,9,51,0,Winter
31,20,7,2,11,Spring
37,38,4,1,8,Summer
29,104,10.5,85,1,Winter
80,109,8,93,7,Summer
23,35,5,17,9,Spring
-8,78,9,78,1,Winter
24,87,17.5,80,2,Winter
23,81,24,93,11,Autumn
41,47,8.5,5,10,Autumn
21,92,17.5,87,3,Winter
26,72,3,36,2,Winter
64,95,25,108,5,Autumn
17,22,3.5,65,11,Winter
29,75,8,45,1,Autumn
30,64,5.5,16,1,Summer
25,57,2,16,2,Autumn
21,65,11.5,49,1,Autumn
22,63,9.5,5,10,Spring
16,50,9,16,3,Summer
37,102,24,84,3,Spring
21,88,11,81,3,Spring
22,89,17.5,97,0,Spring
29,32,3,15,11,Spring
10,55,7.5,22,3,Autumn
27,62,3.5,48,2,Summer
34,80,6.5,55,0,Spring
25,61,13,79,1,Winter
31,70,5.5,43,4,Winter
22,72,5.5,84,3,Spring
35,43,4.5,18,9,Summer
0,70,6,90,1,Winter
37,20,9,11,7,Winter
30,91,7,104,6,Spring
2,89,9.5,93,1,Winter
20,97,12,90,3,Winter
-3,93,1.5,54,0,Winter
18,81,15,55,2,Summer
3,91,3.5,52,0,Winter
1,69,14,54,0,Winter
29,48,5.5,13,9,Spring
36,89,16.5,99,7,Spring
34,59,8.5,9,6,Winter
-4,97,20,53,0,Winter
-1,65,19.5,71,1,Winter
21,99,10,67,1,Autumn
-9,103,4.5,100,1,Winter
28,71,30,87,12,Winter
21,91,10.5,72,1,Autumn
0,72,11.5,10,6,Summer
30,70,1,45,4,Spring
42,53,5,10,10,Winter
20,55,8,33,1,Autumn
57,71,18,84,2,Autumn
20,65,5.5,17,10,Spring
32,42,5,17,6,Autumn
17,91,9,66,0,Spring
44,67,8,16,6,Spring
15,86,5,70,3,Winter
20,97,17,70,3,Winter
-10,73,4,72,0,Winter
-8,60,19,55,1,Winter
-15,56,6,96,11,Autumn
15,70,2.5,80,2,Summer
22,70,4.5,34,1,Autumn
-5,91,3,64,1,Winter
11,63,7.5,90,0,Summer
20,50,9.5,22,1,Autumn
41,66,8,11,11,Winter
32,69,5.5,6,6,Winter
10,77,4,26,9,Autumn
0,89,6.5,98,6,Winter
-14,43,2,79,9,Winter
32,71,1.5,33,4,Summer
34,51,10,23,1,Summer
28,49,8,0,5,Autumn
44,40,4,7,9,Winter
25,62,5.5,15,1,Winter
30,73,18,78,3,Summer
29,45,8,4,11,Winter
24,70,2.5,48,1,Winter
38,45,7,19,11,Autumn
1,61,0.5,82,0,Winter
10,54,9,25,4,Spring
23,65,16,54,0,Autumn
12,62,12.5,71,2,Winter
21,74,30.5,92,10,Summer
19,108,3.5,82,9,Spring
26,100,27.5,106,0,Summer
33,58,0.5,7,6,Autumn
21,95,17,66,1,Autumn
32,36,12.5,52,10,Spring
-13,65,9,61,4,Autumn
24,40,6,13,7,Autumn
22,44,10,40,14,Spring
12,72,4,41,4,Spring
2,89,7.5,52,0,Winter
31,23,1,18,6,Summer
33,54,7.5,22,3,Summer
24,22,0.5,14,8,Autumn
26,82,20,89,2,Winter
22,71,8,32,1,Winter
25,43,9,5,8,Winter
21,62,4.5,30,3,Autumn
62,94,14.5,83,10,Summer
34,69,6.5,7,10,Autumn
1,78,16,54,1,Winter
26,54,14,23,2,Autumn
32,93,5,81,2,Spring
-3,88,3,62,1,Winter
20,81,32,87,12,Summer
3,72,2,72,0,Winter
-7,67,1,96,0,Winter
26,82,14.5,96,8,Winter
32,62,9.5,4,6,Summer
-10,62,14,69,0,Winter
22,60,11.5,63,2,Spring
21,83,12.5,50,2,Summer
-2,84,3.5,83,0,Winter
16,97,19,59,3,Summer
29,53,8.5,9,10,Summer
17,73,2.5,53,11,Autumn
-8,82,20,67,0,Winter
19,64,5.5,49,4,Autumn
36,47,7.5,24,4,Autumn
25,65,8.5,72,3,Autumn
39,57,8.5,0,9,Spring
34,60,3,19,7,Spring
30,66,4.5,12,6,Autumn
-6,73,16,71,1,Winter
43,48,6,11,11,Winter
11,91,7,57,3,Autumn
-4,81,13.5,81,0,Winter
1,89,10,80,1,Winter
32,91,5,99,1,Winter
16,68,5,48,1,Winter
36,50,10,9,7,Autumn
40,62,6,12,10,Winter
16,64,12.5,71,0,Winter
21,69,0,40,2,Summer
39,60,5,3,7,Autumn
24,68,15,35,2,Summer
24,75,9,31,1,Spring
63,107,13,95,4,Spring
40,41,1,6,9,Winter
2,91,0,65,1,Winter
44,38,0.5,13,7,Spring
12,57,5,30,1,Spring
45,75,20,81,4,Winter
86,102,5,103,0,Summer
28,76,7,83,3,Autumn
23,65,3,4,7,Spring
46,88,2.5,88,6,Summer
14,69,6.5,49,3,Winter
33,87,10,73,0,Spring
-7,64,19.5,82,0,Winter
56,105,26.5,102,6,Spring
25,74,14,42,9,Spring
12,77,19.5,85,2,Autumn
24,62,16,56,2,Winter
-3,107,28.5,96,1,Winter
28,64,6.5,2,10,Autumn
-17,77,10.5,70,13,Winter
19,86,13,82,3,Winter
23,86,9.5,85,1,Spring
4,44,13.5,36,2,Autumn
17,66,6,98,1,Autumn
23,56,5.5,15,4,Winter
14,76,13.5,35,3,Spring
-4,73,16,91,0,Winter
22,85,2.5,85,7,Spring
17,62,1.5,40,1,Winter
28,81,6.5,99,3,Winter
2,83,16,68,0,Winter
57,82,0.5,104,1,Autumn
34,43,2,1,10,Summer
-10,98,8.5,67,1,Winter
15,73,4.5,31,3,Spring
34,64,5.5,9,7,Winter
10,84,16,54,2,Autumn
24,50,5,42,1,Autumn
-12,78,28,88,5,Winter
30,73,5,46,7,Winter
32,77,5,24,2,Winter
33,58,3.5,14,5,Summer
57,77,26,76,0,Summer
13,63,12.5,61,2,Summer
-8,98,23.5,75,0,Winter
-7,70,15.5,89,1,Winter
31,24,3.5,16,11,Autumn
10,79,11,27,4,Winter
31,40,4,9,11,Winter
30,61,3.5,47,3,Summer
21,99,14,78,0,Spring
30,94,6,73,1,Winter
24,69,1.5,1,9,Spring
2,99,18,60,0,Winter
35,49,8.5,11,10,Autumn
38,33,7,13,10,Winter
38,58,1.5,3,8,Spring
24,24,4.5,25,4,Spring
30,87,18,91,2,Winter
33,61,15.5,63,1,Spring
-2,27,8,21,13,Winter
29,75,10.5,70,1,Winter
44,81,34,87,2,Winter
2,52,6,99,6,Winter
3,70,10.5,74,1,Winter
22,23,3,1,9,Autumn
-17,76,14.5,37,4,Spring
23,74,5,33,9,Autumn
46,77,0.5,85,12,Autumn
1,62,9,92,1,Winter
26,51,11.5,33,3,Spring
18,63,6.5,19,2,Spring
-5,75,5.5,53,0,Winter
24,69,5,18,8,Autumn
31,83,9,59,3,Summer
-6,61,20,75,0,Winter
21,78,14.5,11,1,Summer
19,92,9.5,88,3,Autumn
-4,48,3.5,18,14,Autumn
-1,60,8.5,65,0,Winter
15,65,7,12,2,Winter
48,64,2.5,89,13,Summer
12,51,0,42,1,Summer
29,59,3,22,4,Spring
19,99,19.5,79,3,Winter
12,90,12.5,77,0,Spring
-6,72,16.5,58,0,Winter
58,76,12,84,13,Spring
21,85,11.5,74,5,Autumn
22,55,3.5,43,4,Winter
30,58,1.5,24,1,Summer
26,91,15,58,2,Spring
33,90,10.5,108,5,Winter
3,72,0,66,0,Winter
21,97,12,61,2,Spring
40,34,2.5,7,11,Winter
15,61,10.5,29,3,Spring
31,107,14.5,86,8,Spring
1,60,8.5,81,1,Winter
26,60,1,15,11,Summer
43,46,1,9,5,Autumn
-2,90,4.5,81,1,Winter
28,60,14.5,63,1,Winter
-7,20,2.5,83,2,Spring
28,28,1.5,16,5,Winter
26,51,13.5,37,2,Autumn
-1,42,13,77,7,Autumn
90,82,11.5,73,11,Autumn
2,87,7,54,1,Winter
3,86,9.5,82,1,Winter
20,71,15,59,2,Autumn
4,95,7.5,97,1,Winter
-10,72,9,94,12,Summer
-9,84,2,94,1,Winter
32,52,6,48,2,Autumn
44,48,7,14,10,Winter
31,59,7.5,19,9,Autumn
24,87,11,93,3,Summer
15,50,5,22,4,Summer
32,88,19.5,94,2,Autumn
34,71,10,70,2,Spring
15,65,7,70,0,Autumn
13,99,18,91,3,Summer
19,81,11.5,99,0,Summer
-7,30,12.5,78,9,Autumn
18,65,17,87,1,Spring
-4,92,6,63,0,Winter
4,90,0.5,69,0,Winter
22,24,4,8,10,Summer
63,89,16,83,6,Autumn
44,42,12.5,25,14,Spring
12,87,14.5,72,3,Spring
14,58,0,49,4,Autumn
-8,69,4.5,68,1,Winter
13,62,3,35,2,Spring
59,106,29.5,94,14,Summer
37,52,4.5,4,9,Autumn
-10,98,3,64,1,Winter
22,90,13,93,2,Autumn
32,78,10.5,102,2,Autumn
26,58,9,17,8,Winter
40,46,6.5,15,11,Autumn
26,72,9,69,3,Winter
17,57,8,20,2,Spring
-7,87,19,84,0,Winter
32,53,0.5,23,3,Winter
3,60,6,54,1,Winter
3,60,2.5,57,0,Winter
21,73,10.5,77,3,Spring
13,91,11,92,8,Spring
26,58,13,36,2,Winter
2,83,6,55,1,Winter
-14,108,29,74,1,Winter
13,34,4,89,8,Winter
28,88,16,89,0,Winter
-4,89,10.5,64,0,Winter
22,72,10.5,44,4,Winter
10,64,18,65,0,Winter
1,98,3,73,0,Winter
22,91,12,95,5,Autumn
11,59,10.5,99,8,Winter
10,73,1.5,15,3,Winter
31,78,14.5,59,2,Winter
33,56,9.5,46,3,Winter
-5,96,10,70,0,Winter
-7,57,1.5,22,11,Summer
2,97,9.5,77,11,Winter
34,50,5,17,4,Spring
23,61,12.5,59,3,Spring
-9,76,14,91,2,Winter
25,95,14.5,90,0,Winter
33,46,6,6,10,Spring
35,55,8,12,5,Autumn
17,64,5.5,89,3,Winter
29,98,13,96,1,Autumn
25,105,26.5,107,7,Summer
-7,87,11.5,68,1,Winter
28,40,9,5,6,Winter
25,24,12.5,63,7,Autumn
17,92,30,98,13,Autumn
10,95,12,65,3,Winter
58,102,16.5,84,11,Winter
-7,97,20,84,1,Winter
35,55,13,90,0,Summer
16,68,7.5,28,1,Summer
-6,92,8.5,68,1,Winter
4,64,2.5,70,1,Winter
34,54,13,25,1,Autumn
-5,63,1.5,72,0,Winter
32,96,13,97,4,Winter
-2,71,8.5,85,12,Winter
40,30,3,2,8,Winter
29,25,8.5,4,6,Winter
31,38,2,16,7,Spring
24,73,15,10,2,Winter
21,76,13.5,47,1,Spring
19,67,1,32,4,Winter
35,106,27,86,11,Winter
42,74,29.5,101,7,Winter
12,70,2,42,1,Spring
28,69,17,52,3,Summer
34,76,19.5,93,7,Summer
2,95,1.5,74,12,Winter
47,71,21,82,3,Winter
-1,37,4.5,55,13,Spring
-2,91,11.5,87,0,Winter
38,53,3.5,16,11,Spring
34,79,8.5,10,4,Spring
-8,108,7.5,105,0,Winter
34,71,4,38,3,Summer
11,37,11,51,5,Autumn
24,58,1,0,9,Winter
23,60,12,10,3,Winter
22,60,2.5,13,4,Spring
20,80,10.5,72,2,Winter
28,88,41,102,11,Autumn
14,68,9.5,33,3,Spring
33,60,14,16,4,Summer
31,64,7.5,70,1,Spring
42,24,2.5,7,10,Winter
-4,71,9.5,51,0,Winter
3,96,2.5,81,1,Winter
34,69,15,86,8,Spring
14,54,8.5,27,4,Spring
2,98,7.5,72,1,Winter
29,33,2,2,9,Summer
20,78,47,76,9,Autumn
14,76,5.5,52,2,Autumn
15,74,13,94,3,Winter
15,64,13.5,44,1,Winter
28,79,10,41,1,Summer
-5,65,12,60,3,Spring
-10,83,19,81,1,Winter
70,81,3.5,71,1,Spring
27,78,8,45,2,Autumn
26,33,5.5,12,7,Spring
22,47,8.5,13,10,Summer
22,33,1.5,8,7,Summer
51,86,8.5,100,7,Autumn
2,92,3.5,56,1,Winter
21,73,4,41,4,Summer
1,68,20,91,0,Winter
27,68,8.5,35,4,Autumn
-1,69,5.5,58,1,Winter
13,83,19,59,0,Winter
20,108,20,92,1,Summer
-7,82,0.5,72,1,Winter
26,73,7,92,3,Summer
20,67,9,31,4,Autumn
-6,60,16.5,77,1,Winter
45,95,2.5,84,8,Summer
0,84,12.5,82,14,Winter
44,88,13,79,3,Spring
50,86,8.5,84,1,Autumn
22,94,5,62,2,Spring
19,78,11.5,74,1,Autumn
15,66,12,96,1,Winter
-8,64,10,91,1,Winter
-8,87,14.5,90,0,Winter
0,85,7.5,90,12,Winter
34,74,16.5,89,2,Winter
-8,93,4.5,70,1,Winter
3,78,18,76,0,Winter
10,78,12,49,1,Autumn
25,68,0.5,17,8,Spring
22,71,13.5,65,3,Winter
12,85,16,87,0,Winter
12,79,8,90,2,Spring
29,88,24.5,92,6,Summer
30,97,6.5,51,0,Winter
39,50,9.5,8,7,Summer
-7,98,0,101,1,Winter
25,72,15,87,1,Winter
14,77,13.5,44,4,Winter
23,72,10,94,2,Autumn
28,97,9,76,2,Winter
2,97,14,54,0,Winter
25,97,21.5,90,1,Autumn
19,96,28,104,5,Spring
22,51,6.5,19,10,Winter
33,69,8.5,5,7,Spring
-5,94,19.5,83,0,Winter
-3,88,19.5,53,1,Winter
10,79,1.5,31,4,Autumn
30,95,5.5,66,2,Spring
10,104,31.5,75,0,Autumn
23,59,6.5,18,11,Winter
-8,49,12,96,0,Spring
-8,92,15,52,1,Winter
30,24,6.5,6,9,Autumn
44,67,10.5,54,5,Spring
26,89,12,96,2,Spring
41,20,1,3,9,Winter
-8,67,5,92,1,Winter
1,88,8.5,98,5,Winter
-3,76,2,88,0,Winter
1,76,14.5,68,1,Winter
13,73,0.5,17,2,Summer
20,93,17,69,1,Spring
46,101,11.5,89,11,Spring
11,50,14,46,1,Autumn
-8,77,14.5,56,0,Winter
37,60,9,15,10,Autumn
31,20,8.5,8,6,Autumn
57,83,18,98,6,Winter
-8,85,16,94,0,Winter
24,39,1.5,16,7,Summer
4,107,1,102,3,Winter
22,84,6.5,87,1,Spring
29,67,7.5,92,3,Spring
29,68,9.5,87,2,Spring
32,90,16,101,7,Autumn
9,66,2.5,31,13,Spring
18,54,12,48,4,Autumn
33,54,8,39,4,Autumn
27,37,5,16,10,Autumn
-9,67,18,99,1,Winter
32,82,11,67,0,Summer
-5,65,5,60,1,Winter
32,63,8,68,0,Winter
38,42,4.5,0,5,Winter
32,57,10,46,3,Autumn
-10,77,19,83,1,Winter
36,39,7.5,36,10,Spring
13,95,5.5,66,1,Winter
-3,73,18.5,61,1,Winter
-2,95,7,80,10,Winter
13,88,10.5,71,0,Spring
23,53,0,17,4,Spring
-5,81,4.5,97,3,Winter
-6,88,4,52,1,Winter
-5,86,8.5,80,1,Winter
20,26,7.5,5,10,Spring
23,69,3,9,9,Summer
0,89,15.5,60,0,Winter
4,79,3.5,64,1,Winter
94,95,17.5,91,6,Autumn
48,51,3,66,11,Summer
42,21,0.5,0,5,Autumn
29,60,0.5,48,3,Winter
30,44,12.5,88,10,Spring
12,73,17,68,1,Spring
18,77,15.5,71,1,Autumn
20,71,19,55,3,Autumn
-6,66,14,59,1,Winter
56,102,43.5,74,7,Winter
-10,83,7,98,1,Winter
108,77,10,94,7,Summer
34,47,1,4,9,Winter
15,61,10.5,49,4,Winter
25,69,6,17,5,Spring
-10,90,8.5,63,1,Winter
-9,74,10,82,1,Winter
18,81,20,80,2,Autumn
34,56,6.5,37,1,Summer
12,51,13,10,4,Autumn
32,62,6,80,1,Summer
-6,97,5,53,1,Winter
-8,90,10,50,0,Winter
41,97,32.5,91,1,Winter
33,76,17.5,89,0,Summer
35,24,10.5,74,8,Spring
3,92,11,60,1,Winter
29,79,6.5,75,1,Winter
28,66,11.5,61,2,Winter
44,61,9.5,51,7,Winter
-13,58,14.5,78,12,Autumn
19,53,7,50,3,Autumn
27,74,8.5,18,4,Autumn
34,96,15,74,2,Summer
18,87,8,60,0,Spring
42,47,8.5,13,7,Autumn
-4,92,25,107,12,Winter
34,84,16.5,84,2,Autumn
20,37,7,68,9,Winter
34,78,13,10,4,Autumn
12,68,13.5,35,4,Spring
69,85,1.5,100,2,Spring
-20,51,4,62,3,Autumn
20,69,5,23,2,Spring
19,98,11,97,0,Winter
1,90,16.5,90,0,Winter
37,51,7,11,10,Spring
44,64,8.5,4,6,Winter
24,64,15,94,2,Winter
23,46,0.5,1,7,Summer
0,72,7.5,78,1,Winter
24,60,11.5,63,3,Autumn
16,91,12.5,79,0,Winter
20,50,1,38,1,Summer
22,38,6.5,6,6,Autumn
30,75,3.5,19,1,Spring
30,78,13,16,2,Autumn
22,97,38,83,12,Summer
